86.73|[784, 32, 16, 10]|[sigmoid, tanh]|adam|0.002|0|0.0
86.37|[784, 32, 16, 10]|[sigmoid, tanh]|adam|0.002|0|0.001
76.38|[784, 32, 16, 10]|[sigmoid, tanh]|sgd|0.001|0.1|0.0
76.33|[784, 32, 16, 10]|[sigmoid, tanh]|sgd|0.001|0.1|0.001
86.5|[784, 32, 16, 10]|[sigmoid, tanh]|asgd|0.02|0|0.0
86.63|[784, 32, 16, 10]|[sigmoid, tanh]|asgd|0.02|0|0.001
86.67|[784, 32, 16, 10]|[sigmoid, relu]|adam|0.002|0|0.0
86.93|[784, 32, 16, 10]|[sigmoid, relu]|adam|0.002|0|0.001
78.12|[784, 32, 16, 10]|[sigmoid, relu]|sgd|0.001|0.1|0.0
77.58|[784, 32, 16, 10]|[sigmoid, relu]|sgd|0.001|0.1|0.001
87.2|[784, 32, 16, 10]|[sigmoid, relu]|asgd|0.02|0|0.0
87.14|[784, 32, 16, 10]|[sigmoid, relu]|asgd|0.02|0|0.001
86.24|[784, 28, 28, 10]|[sigmoid, tanh]|adam|0.002|0|0.0
85.81|[784, 28, 28, 10]|[sigmoid, tanh]|adam|0.002|0|0.001
77.36|[784, 28, 28, 10]|[sigmoid, tanh]|sgd|0.001|0.1|0.0
77.01|[784, 28, 28, 10]|[sigmoid, tanh]|sgd|0.001|0.1|0.001
86.96|[784, 28, 28, 10]|[sigmoid, tanh]|asgd|0.02|0|0.0
86.53|[784, 28, 28, 10]|[sigmoid, tanh]|asgd|0.02|0|0.001
86.31|[784, 28, 28, 10]|[sigmoid, relu]|adam|0.002|0|0.0
85.4|[784, 28, 28, 10]|[sigmoid, relu]|adam|0.002|0|0.001
78.03|[784, 28, 28, 10]|[sigmoid, relu]|sgd|0.001|0.1|0.0
77.6|[784, 28, 28, 10]|[sigmoid, relu]|sgd|0.001|0.1|0.001
86.46|[784, 28, 28, 10]|[sigmoid, relu]|asgd|0.02|0|0.0
86.29|[784, 28, 28, 10]|[sigmoid, relu]|asgd|0.02|0|0.001
87.53|[784, 64, 32, 10]|[sigmoid, tanh]|adam|0.002|0|0.0
86.03|[784, 64, 32, 10]|[sigmoid, tanh]|adam|0.002|0|0.001
78.07|[784, 64, 32, 10]|[sigmoid, tanh]|sgd|0.001|0.1|0.0
77.84|[784, 64, 32, 10]|[sigmoid, tanh]|sgd|0.001|0.1|0.001
86.86|[784, 64, 32, 10]|[sigmoid, tanh]|asgd|0.02|0|0.0
86.84|[784, 64, 32, 10]|[sigmoid, tanh]|asgd|0.02|0|0.001
87.59|[784, 64, 32, 10]|[sigmoid, relu]|adam|0.002|0|0.0
84.51|[784, 64, 32, 10]|[sigmoid, relu]|adam|0.002|0|0.001
78.63|[784, 64, 32, 10]|[sigmoid, relu]|sgd|0.001|0.1|0.0
77.59|[784, 64, 32, 10]|[sigmoid, relu]|sgd|0.001|0.1|0.001
87.77|[784, 64, 32, 10]|[sigmoid, relu]|asgd|0.02|0|0.0
86.8|[784, 64, 32, 10]|[sigmoid, relu]|asgd|0.02|0|0.001
87.2|[784, 64, 32, 16, 10]|[sigmoid, sigmoid, tanh]|adam|0.002|0|0.0
85.34|[784, 64, 32, 16, 10]|[sigmoid, sigmoid, tanh]|adam|0.002|0|0.001
55.91|[784, 64, 32, 16, 10]|[sigmoid, sigmoid, tanh]|sgd|0.001|0.1|0.0
48.07|[784, 64, 32, 16, 10]|[sigmoid, sigmoid, tanh]|sgd|0.001|0.1|0.001
86.84|[784, 64, 32, 16, 10]|[sigmoid, sigmoid, tanh]|asgd|0.02|0|0.0
85.82|[784, 64, 32, 16, 10]|[sigmoid, sigmoid, tanh]|asgd|0.02|0|0.001
86.86|[784, 64, 32, 16, 10]|[relu, sigmoid, tanh]|adam|0.002|0|0.0
85.69|[784, 64, 32, 16, 10]|[relu, sigmoid, tanh]|adam|0.002|0|0.001
74.35|[784, 64, 32, 16, 10]|[relu, sigmoid, tanh]|sgd|0.001|0.1|0.0
72.88|[784, 64, 32, 16, 10]|[relu, sigmoid, tanh]|sgd|0.001|0.1|0.001
87.59|[784, 64, 32, 16, 10]|[relu, sigmoid, tanh]|asgd|0.02|0|0.0
87.17|[784, 64, 32, 16, 10]|[relu, sigmoid, tanh]|asgd|0.02|0|0.001
87.08|[784, 28, 28, 28, 10]|[sigmoid, sigmoid, tanh]|adam|0.002|0|0.0
84.5|[784, 28, 28, 28, 10]|[sigmoid, sigmoid, tanh]|adam|0.002|0|0.001
47.63|[784, 28, 28, 28, 10]|[sigmoid, sigmoid, tanh]|sgd|0.001|0.1|0.0
55.4|[784, 28, 28, 28, 10]|[sigmoid, sigmoid, tanh]|sgd|0.001|0.1|0.001
86.08|[784, 28, 28, 28, 10]|[sigmoid, sigmoid, tanh]|asgd|0.02|0|0.0
85.05|[784, 28, 28, 28, 10]|[sigmoid, sigmoid, tanh]|asgd|0.02|0|0.001
87.12|[784, 28, 28, 28, 10]|[relu, sigmoid, tanh]|adam|0.002|0|0.0
85.23|[784, 28, 28, 28, 10]|[relu, sigmoid, tanh]|adam|0.002|0|0.001
75.4|[784, 28, 28, 28, 10]|[relu, sigmoid, tanh]|sgd|0.001|0.1|0.0
